"model","years","cohort","mean_rate","median_rate","c_index","L_CI","U_CI"
"PI_mort_37","7","8571","7.67681717419204","6.28571428571429","0.585125673997548","0.581669307035492","0.588582040959603"
"PI_mort_20","7","8571","7.67681717419204","6.28571428571429","0.585835148720234","0.582382574896679","0.58928772254379"
"PI_hosp_37","7","8571","7.67681717419204","6.28571428571429","0.623186929643463","0.619830034464288","0.626543824822638"
"PI_hosp_20","7","8571","7.67681717419204","6.28571428571429","0.622196058374117","0.618832833085674","0.62555928366256"
"num_mm_37","7","8571","7.67681717419204","6.28571428571429","0.647955506499066","0.645186575086465","0.650724437911668"
"num_mm_20","7","8571","7.67681717419204","6.28571428571429","0.641233364172605","0.638484725590386","0.643982002754824"
"PI_cons_NB_37","7","8571","7.67681717419204","6.28571428571429","0.646841832005134","0.643561741129165","0.650121922881103"
"PI_cons_NB_20","7","8571","7.67681717419204","6.28571428571429","0.639293491371327","0.635976454439557","0.642610528303097"
"PI_gen_37","7","8571","7.67681717419204","6.28571428571429","0.64844784729441","0.645603073143998","0.651292621444822"
"PI_mort_37","8","1540","8.09188311688312","6.625","0.582112428282649","0.573869932324853","0.590354924240446"
"PI_mort_20","8","1540","8.09188311688312","6.625","0.582510503217808","0.574272000247278","0.590749006188337"
"PI_hosp_37","8","1540","8.09188311688312","6.625","0.620361681945365","0.612283159730596","0.628440204160133"
"PI_hosp_20","8","1540","8.09188311688312","6.625","0.618607597739105","0.610514067943574","0.626701127534635"
"num_mm_37","8","1540","8.09188311688312","6.625","0.64408013610331","0.637347501338294","0.650812770868327"
"num_mm_20","8","1540","8.09188311688312","6.625","0.637163424449209","0.630481274379056","0.643845574519362"
"PI_cons_NB_37","8","1540","8.09188311688312","6.625","0.641841975745954","0.633940101570088","0.64974384992182"
"PI_cons_NB_20","8","1540","8.09188311688312","6.625","0.634809886222946","0.626843916212892","0.642775856232999"
"PI_gen_37","8","1540","8.09188311688312","6.625","0.645411877704568","0.638518912014564","0.652304843394572"
